PricingDate,Product,Customer,Channel,Territory,ContractQuantity,InvoicePrice,InvoiceAmount,NetPrice,NetAmount,Discount,isDiscount,nContractQuantity,nInvoicePrice
07-NOV-12,Product_102,Customer_94,Channel_4,Territory_10,15,7.1,106.5,7.1,106.5,0,FALSE,0.17543626865673,-1.78263626441576
05-SEP-12,Product_131,Customer_1726,Channel_8,Territory_110,6,2350,14100,1175,7050,0.5,TRUE,-0.443884698552114,3.42607404052339
06-NOV-12,Product_98,Customer_768,Channel_7,Territory_35,4,42.25,169,42.25,169,0,FALSE,-0.717938592352138,-0.181522291038506
06-NOV-12,Product_135,Customer_64,Channel_7,Territory_15,6,13,78,13,78,0,FALSE,-0.443884698552114,-1.23963883632387
16-NOV-12,Product_42,Customer_1633,Channel_4,Territory_67,6,82,492,82,492,0,FALSE,-0.443884698552114,0.413777302459269
04-SEP-12,Product_130,Customer_1029,Channel_11,Territory_27,21,82,1722,78.1,1640.1,0.0475609756097562,TRUE,0.402857875985387,0.413777302459269
30-OCT-12,Product_106,Customer_230,Channel_8,Territory_94,20,30,600,30,600,0,FALSE,0.36988060074668,-0.488912056125005
21-NOV-12,Product_47,Customer_464,Channel_7,Territory_33,3,114.8,344.4,114.8,344.4,0,FALSE,-0.912382924442088,0.71583926435917
20-SEP-12,Product_126,Customer_449,Channel_7,Territory_61,3,243.8,731.4,243.8,731.4,0,FALSE,-0.912382924442088,1.39197231688515
02-AUG-12,Product_33,Customer_261,Channel_4,Territory_25,16,64,1024,40,640,0.375,TRUE,0.219057859427811,0.191286797297501
10-SEP-12,Product_26,Customer_1778,Channel_7,Territory_32,462,17.05,7877.1,17.05,7877.1,0,FALSE,2.49209367779462,-0.996173103414552
28-DEC-12,Product_60,Customer_1803,Channel_8,Territory_45,5,1250,6250,1250,6250,0,FALSE,-0.56711585103327,2.8593610382273
04-OCT-12,Product_90,Customer_174,Channel_7,Territory_29,1,53.34,53.34,53.34,53.34,0,FALSE,-1.65493504413209,0.0277230741538086
16-OCT-12,Product_126,Customer_1694,Channel_4,Territory_22,1,243.8,243.8,243.8,243.8,0,FALSE,-1.65493504413209,1.39197231688515
27-SEP-12,Product_59,Customer_1543,Channel_7,Territory_35,175,12.5,2187.5,7.14,1249.5,0.4288,TRUE,1.83594414249302,-1.27484853350769
27-SEP-12,Product_49,Customer_1455,Channel_7,Territory_92,1,62.5,62.5,62.5,62.5,0,FALSE,-1.65493504413209,0.169995707633119
01-NOV-12,Product_130,Customer_1574,Channel_7,Territory_35,65,107,6955,82.31,5350.15,0.230747663551402,TRUE,1.16653359192863,0.652672448152333
09-JUL-12,Product_98,Customer_657,Channel_8,Territory_51,1,39,39,39,39,0,FALSE,-1.65493504413209,-0.253379207253757
14-NOV-12,Product_52,Customer_1524,Channel_4,Territory_97,5,40,200,40,200,0,FALSE,-0.56711585103327,-0.23065059574175
22-NOV-12,Product_59,Customer_755,Channel_7,Territory_32,15,12.5,187.5,8.33,124.95,0.3336,TRUE,0.17543626865673,-1.27484853350769
06-DEC-12,Product_135,Customer_131,Channel_7,Territory_32,1,9.3,9.3,9.3,9.3,0,FALSE,-1.65493504413209,-1.54032073307571
22-OCT-12,Product_102,Customer_1829,Channel_8,Territory_50,12,7.1,85.2,7.1,85.2,0,FALSE,0.0246135273378611,-1.78263626441576
24-OCT-12,Product_35,Customer_464,Channel_7,Territory_33,26,18.2,473.2,14,364,0.230769230769231,TRUE,0.547212624719787,-0.937576874423973
04-DEC-12,Product_47,Customer_1028,Channel_4,Territory_23,2,114.8,229.6,114.8,229.6,0,FALSE,-1.18643681824211,0.71583926435917
27-SEP-12,Product_92,Customer_834,Channel_4,Territory_16,26,24.5,637,18.85,490.1,0.230612244897959,TRUE,0.547212624719787,-0.670724609707885
16-AUG-12,Product_106,Customer_26,Channel_4,Territory_21,30,50,1500,33.33,999.9,0.3334,TRUE,0.643934494546704,-0.0303274440543159
25-SEP-12,Product_116,Customer_642,Channel_7,Territory_15,852,6.23,5307.96,6.23,5307.96,0,FALSE,2.90575914249779,-1.89998642749893
16-OCT-12,Product_133,Customer_1804,Channel_7,Territory_15,12,17.29,207.48,17.29,207.48,0,FALSE,0.0246135273378611,-0.983624516543269
20-NOV-12,Product_130,Customer_412,Channel_7,Territory_38,130,107,13910,82.31,10700.3,0.230747663551402,TRUE,1.6350318178186,0.652672448152333
21-NOV-12,Product_100,Customer_639,Channel_10,Territory_3,17,64.5,1096.5,37.94,644.98,0.411782945736434,TRUE,0.260034045384892,0.198273075372961
06-SEP-12,Product_43,Customer_522,Channel_7,Territory_25,31,86.8,2690.8,86.8,2690.8,0,FALSE,0.666097137994822,0.464846930348248
02-AUG-12,Product_2,Customer_1266,Channel_4,Territory_54,3,35.2,105.6,35.2,105.6,0,FALSE,-0.912382924442088,-0.345410729838711
03-DEC-12,Product_58,Customer_497,Channel_7,Territory_38,2,59.5,119,59.5,119,0,FALSE,-1.18643681824211,0.125836041397931
08-NOV-12,Product_32,Customer_1682,Channel_11,Territory_14,85,108.5,9222.5,63.82,5424.7,0.411797235023041,TRUE,1.34785323848371,0.665170082035682
18-SEP-12,Product_90,Customer_715,Channel_7,Territory_27,1,53.34,53.34,53.34,53.34,0,FALSE,-1.65493504413209,0.0277230741538086
26-JUL-12,Product_126,Customer_1695,Channel_7,Territory_66,3,243.8,731.4,243.8,731.4,0,FALSE,-0.912382924442088,1.39197231688515
10-OCT-12,Product_30,Customer_894,Channel_4,Territory_67,48,86.8,4166.4,54.25,2604,0.375,TRUE,0.961609979117811,0.464846930348248
19-OCT-12,Product_122,Customer_1206,Channel_11,Territory_82,24,90,2160,45,1080,0.5,TRUE,0.493111753227836,0.497347572945112
27-JUL-12,Product_20,Customer_277,Channel_11,Territory_25,25,75,1875,30,750,0.6,TRUE,0.520703342065548,0.333671640289115
08-NOV-12,Product_20,Customer_1286,Channel_4,Territory_72,25,75,1875,30,750,0.6,TRUE,0.520703342065548,0.333671640289115
10-JUL-12,Product_130,Customer_368,Channel_7,Territory_33,130,107,13910,82.31,10700.3,0.230747663551402,TRUE,1.6350318178186,0.652672448152333
11-DEC-12,Product_52,Customer_1495,Channel_7,Territory_32,1,40,40,40,40,0,FALSE,-1.65493504413209,-0.23065059574175
20-SEP-12,Product_77,Customer_461,Channel_7,Territory_81,1,520,520,520,520,0,FALSE,-1.65493504413209,2.07198703899699
04-JUL-12,Product_106,Customer_94,Channel_4,Territory_10,6,33,198,33,198,0,FALSE,-0.443884698552114,-0.403349038534532
02-AUG-12,Product_126,Customer_1346,Channel_7,Territory_85,3,243.8,731.4,243.8,731.4,0,FALSE,-0.912382924442088,1.39197231688515
07-NOV-12,Product_72,Customer_1605,Channel_8,Territory_12,8,64.4,515.2,64.4,515.2,0,FALSE,-0.249440366462164,0.196880162444923
26-DEC-12,Product_130,Customer_371,Channel_7,Territory_28,70,107,7490,76.43,5350.1,0.285700934579439,TRUE,1.21662317528418,0.652672448152333
22-OCT-12,Product_94,Customer_907,Channel_4,Territory_103,30,70,2100,70,2100,0,FALSE,0.643934494546704,0.271734517845586
19-SEP-12,Product_43,Customer_950,Channel_4,Territory_27,13,86.8,1128.4,66.77,868.01,0.230760368663594,TRUE,0.078714398829812,0.464846930348248
07-DEC-12,Product_126,Customer_1543,Channel_7,Territory_41,20,243.8,4876,243.8,4876,0,FALSE,0.36988060074668,1.39197231688515
20-NOV-12,Product_90,Customer_1822,Channel_7,Territory_29,3,53.34,160.02,53.34,160.02,0,FALSE,-0.912382924442088,0.0277230741538086
02-JUL-12,Product_9,Customer_57,Channel_7,Territory_28,6,6.51,39.06,6.51,39.06,0,FALSE,-0.443884698552114,-1.8605193159025
03-JUL-12,Product_49,Customer_288,Channel_11,Territory_25,2,57.7,115.4,57.7,115.4,0,FALSE,-1.18643681824211,0.0982584810656704
11-SEP-12,Product_128,Customer_1347,Channel_8,Territory_45,6,750,4500,375,2250,0.5,TRUE,-0.443884698552114,2.40077642615661
03-JUL-12,Product_101,Customer_499,Channel_7,Territory_28,160,92.9,14864,58.06,9289.6,0.37502691065662,TRUE,1.7753752784166,0.525818229996073
30-OCT-12,Product_29,Customer_767,Channel_8,Territory_6,30,16,480,16,480,0,FALSE,0.643934494546704,-1.05323429215587
01-OCT-12,Product_32,Customer_520,Channel_8,Territory_94,6,64.4,386.4,64.4,386.4,0,FALSE,-0.443884698552114,0.196880162444923
27-SEP-12,Product_79,Customer_1623,Channel_8,Territory_111,20,91,1820,91,1820,0,FALSE,0.36988060074668,0.507267366716833
27-DEC-12,Product_130,Customer_596,Channel_8,Territory_45,105,82,8610,78.1,8200.5,0.0475609756097562,TRUE,1.49067706908421,0.413777302459269
29-AUG-12,Product_85,Customer_581,Channel_6,Territory_77,5,40,200,40,200,0,FALSE,-0.56711585103327,-0.23065059574175
05-JUL-12,Product_59,Customer_1351,Channel_4,Territory_67,58,12.5,725,8.62,499.96,0.3104,TRUE,1.08951865938237,-1.27484853350769
06-SEP-12,Product_126,Customer_1623,Channel_8,Territory_111,20,239,4780,239,4780,0,FALSE,0.36988060074668,1.37412121268448
04-OCT-12,Product_108,Customer_1535,Channel_11,Territory_52,5,66.3,331.5,66.3,331.5,0,FALSE,-0.56711585103327,0.222982861025274
27-AUG-12,Product_16,Customer_1738,Channel_7,Territory_32,6,43.78,262.68,43.78,262.68,0,FALSE,-0.443884698552114,-0.149587498360235
28-AUG-12,Product_59,Customer_353,Channel_4,Territory_92,112,12.5,1400,7.81,874.72,0.3752,TRUE,1.53429865985529,-1.27484853350769
17-JUL-12,Product_20,Customer_1145,Channel_4,Territory_34,15,75,1125,50,750,0.333333333333333,TRUE,0.17543626865673,0.333671640289115
08-NOV-12,Product_23,Customer_1866,Channel_7,Territory_29,3,17.29,51.87,17.29,51.87,0,FALSE,-0.912382924442088,-0.983624516543269
03-SEP-12,Product_8,Customer_414,Channel_7,Territory_28,12,13.9,166.8,11.58,138.96,0.166906474820144,TRUE,0.0246135273378611,-1.17954510714
17-DEC-12,Product_43,Customer_729,Channel_7,Territory_35,35,86.8,3038,49.6,1736,0.428571428571429,TRUE,0.748124949394206,0.464846930348248
14-DEC-12,Product_28,Customer_1778,Channel_7,Territory_32,48,6.93,332.64,6.93,332.64,0,FALSE,0.961609979117811,-1.80439277815869
09-NOV-12,Product_57,Customer_1561,Channel_7,Territory_97,6,14.3,85.8,14.3,85.8,0,FALSE,-0.443884698552114,-1.1540758187334
26-JUL-12,Product_25,Customer_605,Channel_8,Territory_70,100,14.2,1420,14.2,1420,0,FALSE,1.4576997938455,-1.16037571968907
06-NOV-12,Product_8,Customer_1543,Channel_7,Territory_35,39,13.9,542.1,10.69,416.91,0.230935251798561,TRUE,0.821266518519811,-1.17954510714
06-SEP-12,Product_126,Customer_1766,Channel_7,Territory_85,2,243.8,487.6,243.8,487.6,0,FALSE,-1.18643681824211,1.39197231688515
27-AUG-12,Product_91,Customer_1309,Channel_4,Territory_54,16,30,480,18.75,300,0.375,TRUE,0.219057859427811,-0.488912056125005
18-DEC-12,Product_17,Customer_596,Channel_8,Territory_45,2,294,588,294,588,0,FALSE,-1.18643681824211,1.5600561088156
03-SEP-12,Product_111,Customer_581,Channel_6,Territory_77,8,26.2,209.6,26.2,209.6,0,FALSE,-0.249440366462164,-0.610499083973524
20-JUL-12,Product_48,Customer_758,Channel_8,Territory_5,16,1225,19600,765.62,12249.92,0.375004081632653,TRUE,0.219057859427811,2.84122441730041
21-DEC-12,Product_57,Customer_1584,Channel_4,Territory_72,58,14.3,829.4,9.86,571.88,0.310489510489511,TRUE,1.08951865938237,-1.1540758187334
29-NOV-12,Product_136,Customer_642,Channel_7,Territory_15,800,6.23,4984,6.23,4984,0,FALSE,2.86319447151542,-1.89998642749893
19-OCT-12,Product_98,Customer_252,Channel_10,Territory_75,5,39,195,39,195,0,FALSE,-0.56711585103327,-0.253379207253757
05-OCT-12,Product_25,Customer_642,Channel_7,Territory_15,150,16.55,2482.5,16.55,2482.5,0,FALSE,1.73175368764552,-1.02289329616012
02-OCT-12,Product_35,Customer_1294,Channel_4,Territory_11,26,18.2,473.2,14,364,0.230769230769231,TRUE,0.547212624719787,-0.937576874423973
13-DEC-12,Product_58,Customer_1793,Channel_4,Territory_54,6,59.5,357,59.5,357,0,FALSE,-0.443884698552114,0.125836041397931
06-SEP-12,Product_19,Customer_596,Channel_8,Territory_45,4,87,348,87,348,0,FALSE,-0.717938592352138,0.466913058307474
19-SEP-12,Product_52,Customer_1470,Channel_7,Territory_32,1,40,40,40,40,0,FALSE,-1.65493504413209,-0.23065059574175
20-NOV-12,Product_41,Customer_114,Channel_7,Territory_113,1,986,986,986,986,0,FALSE,-1.65493504413209,2.64638082811057
19-OCT-12,Product_42,Customer_1536,Channel_7,Territory_33,3,82,246,82,246,0,FALSE,-0.912382924442088,0.413777302459269
22-DEC-12,Product_59,Customer_755,Channel_7,Territory_32,15,12.5,187.5,8.33,124.95,0.3336,TRUE,0.17543626865673,-1.27484853350769
21-SEP-12,Product_100,Customer_389,Channel_7,Territory_38,32,64.5,2064,40.31,1289.92,0.375038759689922,TRUE,0.687556085317786,0.198273075372961
24-JUL-12,Product_9,Customer_1778,Channel_7,Territory_32,195,6.5,1267.5,6.5,1267.5,0,FALSE,1.90908571161863,-1.86189938105056
17-JUL-12,Product_126,Customer_18,Channel_10,Territory_58,10,239,2390,239,2390,0,FALSE,-0.0986176251432948,1.37412121268448
12-SEP-12,Product_130,Customer_596,Channel_8,Territory_45,105,82,8610,78.1,8200.5,0.0475609756097562,TRUE,1.49067706908421,0.413777302459269
05-SEP-12,Product_102,Customer_211,Channel_7,Territory_28,98,10.3,1009.4,7.36,721.28,0.285436893203883,TRUE,1.44404478261284,-1.4486357965698
26-SEP-12,Product_102,Customer_86,Channel_7,Territory_15,12,7.1,85.2,7.1,85.2,0,FALSE,0.0246135273378611,-1.78263626441576
16-AUG-12,Product_124,Customer_1885,Channel_7,Territory_32,12,18.13,217.56,18.13,217.56,0,FALSE,0.0246135273378611,-0.941036347691646
28-AUG-12,Product_101,Customer_624,Channel_4,Territory_52,17,92.9,1579.3,54.65,929.05,0.411733046286329,TRUE,0.260034045384892,0.525818229996073
12-NOV-12,Product_100,Customer_409,Channel_7,Territory_92,85,64.5,5482.5,37.94,3224.9,0.411782945736434,TRUE,1.34785323848371,0.198273075372961
20-SEP-12,Product_59,Customer_1712,Channel_7,Territory_32,15,12.5,187.5,8.33,124.95,0.3336,TRUE,0.17543626865673,-1.27484853350769
19-DEC-12,Product_47,Customer_349,Channel_7,Territory_97,2,114.8,229.6,114.8,229.6,0,FALSE,-1.18643681824211,0.71583926435917
11-OCT-12,Product_123,Customer_468,Channel_7,Territory_28,3,40,120,40,120,0,FALSE,-0.912382924442088,-0.23065059574175
03-JUL-12,Product_39,Customer_1373,Channel_7,Territory_19,15,78.5,1177.5,62.8,942,0.2,TRUE,0.17543626865673,0.37461766499059
07-NOV-12,Product_126,Customer_690,Channel_4,Territory_42,1,239,239,239,239,0,FALSE,-1.65493504413209,1.37412121268448
23-AUG-12,Product_94,Customer_1063,Channel_4,Territory_103,30,70,2100,70,2100,0,FALSE,0.643934494546704,0.271734517845586
03-JUL-12,Product_65,Customer_1778,Channel_7,Territory_32,30,17.05,511.5,17.05,511.5,0,FALSE,0.643934494546704,-0.996173103414552
02-AUG-12,Product_135,Customer_1137,Channel_4,Territory_52,10,13,130,13,130,0,FALSE,-0.0986176251432948,-1.23963883632387
02-JUL-12,Product_100,Customer_226,Channel_4,Territory_79,170,64.5,10965,37.94,6449.8,0.411782945736434,TRUE,1.81635146437368,0.198273075372961
27-NOV-12,Product_126,Customer_775,Channel_8,Territory_65,1,239,239,239,239,0,FALSE,-1.65493504413209,1.37412121268448
27-SEP-12,Product_122,Customer_818,Channel_4,Territory_79,24,90,2160,45,1080,0.5,TRUE,0.493111753227836,0.497347572945112
28-DEC-12,Product_72,Customer_1825,Channel_7,Territory_28,92,108.5,9982,58.97,5425.24,0.456497695852535,TRUE,1.40134215876396,0.665170082035682
10-AUG-12,Product_18,Customer_1674,Channel_5,Territory_12,15,257.8,3867,257.8,3867,0,FALSE,0.17543626865673,1.44209797851613
02-JUL-12,Product_32,Customer_1544,Channel_11,Territory_92,40,108.5,4340,67.81,2712.4,0.375023041474654,TRUE,0.838378826636654,0.665170082035682
18-DEC-12,Product_135,Customer_1640,Channel_10,Territory_3,20,13,260,13,260,0,FALSE,0.36988060074668,-1.23963883632387
01-OCT-12,Product_121,Customer_973,Channel_4,Territory_78,20,18,360,18,360,0,FALSE,0.36988060074668,-0.947496668195695
09-OCT-12,Product_106,Customer_1185,Channel_4,Territory_34,15,50,750,33.33,499.95,0.3334,TRUE,0.17543626865673,-0.0303274440543159
05-OCT-12,Product_123,Customer_1167,Channel_4,Territory_11,10,40,400,40,400,0,FALSE,-0.0986176251432948,-0.23065059574175
05-OCT-12,Product_74,Customer_1778,Channel_7,Territory_32,6,17.05,102.3,17.05,102.3,0,FALSE,-0.443884698552114,-0.996173103414552
02-OCT-12,Product_98,Customer_322,Channel_10,Territory_3,20,39,780,39,780,0,FALSE,0.36988060074668,-0.253379207253757
24-AUG-12,Product_30,Customer_948,Channel_4,Territory_103,16,86.8,1388.8,70.52,1128.32,0.187557603686636,TRUE,0.219057859427811,0.464846930348248
01-AUG-12,Product_72,Customer_751,Channel_7,Territory_28,37,108.5,4014.5,58.65,2170.05,0.459447004608295,TRUE,0.785684615521633,0.665170082035682
13-AUG-12,Product_113,Customer_723,Channel_8,Territory_50,2,1200,2400,1200,2400,0,FALSE,-1.18643681824211,2.82271381919586
24-SEP-12,Product_126,Customer_1406,Channel_7,Territory_65,2,243.8,487.6,243.8,487.6,0,FALSE,-1.18643681824211,1.39197231688515
29-AUG-12,Product_66,Customer_244,Channel_7,Territory_15,12,6.51,78.12,6.51,78.12,0,FALSE,0.0246135273378611,-1.8605193159025
04-DEC-12,Product_113,Customer_340,Channel_10,Territory_68,9,1650,14850,916.67,8250.03,0.444442424242424,TRUE,-0.169830804752089,3.10859998847377
14-AUG-12,Product_60,Customer_554,Channel_8,Territory_94,3,1200,3600,1200,3600,0,FALSE,-0.912382924442088,2.82271381919586
22-OCT-12,Product_94,Customer_1183,Channel_4,Territory_53,30,70,2100,70,2100,0,FALSE,0.643934494546704,0.271734517845586
18-DEC-12,Product_27,Customer_580,Channel_8,Territory_90,20,51.7,1034,51.7,1034,0,FALSE,0.36988060074668,-0.00031196889443718
26-DEC-12,Product_13,Customer_596,Channel_8,Territory_45,6,74.9,449.4,74.9,449.4,0,FALSE,-0.443884698552114,0.332473865325549
02-AUG-12,Product_75,Customer_723,Channel_8,Territory_50,5,22,110,22,110,0,FALSE,-0.56711585103327,-0.767348122877963
14-SEP-12,Product_7,Customer_1656,Channel_4,Territory_10,200,25,5000,12.5,2500,0.5,TRUE,1.92619801973547,-0.652587988781002
26-DEC-12,Product_106,Customer_1605,Channel_8,Territory_12,10,33,330,33,330,0,FALSE,-0.0986176251432948,-0.403349038534532
09-OCT-12,Product_17,Customer_159,Channel_7,Territory_33,1,323.4,323.4,323.4,323.4,0,FALSE,-1.65493504413209,1.64561912640608
24-DEC-12,Product_120,Customer_735,Channel_4,Territory_25,100,30,3000,15,1500,0.5,TRUE,1.4576997938455,-0.488912056125005
21-NOV-12,Product_100,Customer_1,Channel_7,Territory_15,3,49.62,148.86,49.62,148.86,0,FALSE,-0.912382924442088,-0.0371762674099502
20-DEC-12,Product_30,Customer_367,Channel_7,Territory_92,185,86.8,16058,46.92,8680.2,0.459447004608295,TRUE,1.87350380862045,0.464846930348248
25-SEP-12,Product_126,Customer_414,Channel_7,Territory_66,1,243.8,243.8,243.8,243.8,0,FALSE,-1.65493504413209,1.39197231688515
12-SEP-12,Product_86,Customer_461,Channel_7,Territory_35,35,39,1365,22.29,780.15,0.428461538461539,TRUE,0.748124949394206,-0.253379207253757
12-JUL-12,Product_49,Customer_319,Channel_7,Territory_33,3,62.5,187.5,62.5,187.5,0,FALSE,-0.912382924442088,0.169995707633119
03-OCT-12,Product_54,Customer_554,Channel_8,Territory_94,50,11,550,11,550,0,FALSE,0.989201567955523,-1.38960866760465
19-DEC-12,Product_59,Customer_64,Channel_7,Territory_15,6,8.62,51.72,8.62,51.72,0,FALSE,-0.443884698552114,-1.60848492466254
06-NOV-12,Product_100,Customer_710,Channel_7,Territory_26,68,64.5,4386,37.94,2579.92,0.411782945736434,TRUE,1.19703049716484,0.198273075372961
11-JUL-12,Product_76,Customer_951,Channel_4,Territory_10,17,64.5,1096.5,37.94,644.98,0.411782945736434,TRUE,0.260034045384892,0.198273075372961
29-NOV-12,Product_80,Customer_51,Channel_11,Territory_92,4,127.7,510.8,127.7,510.8,0,FALSE,-0.717938592352138,0.811440812621139
01-AUG-12,Product_94,Customer_1318,Channel_8,Territory_50,10,70,700,70,700,0,FALSE,-0.0986176251432948,0.271734517845586
08-NOV-12,Product_58,Customer_76,Channel_7,Territory_38,3,59.5,178.5,59.5,178.5,0,FALSE,-0.912382924442088,0.125836041397931
15-OCT-12,Product_98,Customer_583,Channel_8,Territory_50,30,39,1170,39,1170,0,FALSE,0.643934494546704,-0.253379207253757
13-AUG-12,Product_115,Customer_719,Channel_4,Territory_54,60,15,900,7.5,450,0.5,TRUE,1.11243272043668,-1.11117260085169
02-AUG-12,Product_91,Customer_1236,Channel_4,Territory_21,15,30,450,20,300,0.333333333333333,TRUE,0.17543626865673,-0.488912056125005
16-OCT-12,Product_94,Customer_144,Channel_11,Territory_82,20,70,1400,70,1400,0,FALSE,0.36988060074668,0.271734517845586
02-AUG-12,Product_72,Customer_729,Channel_7,Territory_35,74,108.5,8029,58.65,4340.1,0.459447004608295,TRUE,1.25418284141161,0.665170082035682
07-AUG-12,Product_68,Customer_1779,Channel_8,Territory_94,8,30,240,30,240,0,FALSE,-0.249440366462164,-0.488912056125005
13-SEP-12,Product_54,Customer_736,Channel_8,Territory_45,2,11,22,11,22,0,FALSE,-1.18643681824211,-1.38960866760465
14-DEC-12,Product_100,Customer_1793,Channel_4,Territory_54,30,37.05,1111.5,37.05,1111.5,0,FALSE,0.643934494546704,-0.299426849373053
20-NOV-12,Product_100,Customer_1605,Channel_8,Territory_12,10,38,380,38,380,0,FALSE,-0.0986176251432948,-0.276698237861046
24-DEC-12,Product_47,Customer_403,Channel_7,Territory_38,1,114.8,114.8,114.8,114.8,0,FALSE,-1.65493504413209,0.71583926435917
04-DEC-12,Product_98,Customer_1639,Channel_7,Territory_29,4,42.25,169,42.25,169,0,FALSE,-0.717938592352138,-0.181522291038506
12-OCT-12,Product_32,Customer_1835,Channel_7,Territory_35,10,108.5,1085,108.5,1085,0,FALSE,-0.0986176251432948,0.665170082035682
13-AUG-12,Product_56,Customer_596,Channel_8,Territory_45,9,2000,18000,1333.33,11999.97,0.333335,TRUE,-0.169830804752089,3.28129843126655
10-DEC-12,Product_130,Customer_252,Channel_10,Territory_75,21,82,1722,78.1,1640.1,0.0475609756097562,TRUE,0.402857875985387,0.413777302459269
08-OCT-12,Product_19,Customer_596,Channel_8,Territory_45,2,87,174,87,174,0,FALSE,-1.18643681824211,0.466913058307474
02-AUG-12,Product_101,Customer_1611,Channel_4,Territory_39,85,92.9,7896.5,54.65,4645.25,0.411733046286329,TRUE,1.34785323848371,0.525818229996073
29-OCT-12,Product_89,Customer_718,Channel_4,Territory_112,13,170,2210,130.77,1700.01,0.230764705882353,TRUE,0.078714398829812,1.0682951689514
02-NOV-12,Product_61,Customer_596,Channel_8,Territory_45,50,60,3000,60,3000,0,FALSE,0.989201567955523,0.133348488601681
18-SEP-12,Product_98,Customer_1623,Channel_8,Territory_111,70,39,2730,39,2730,0,FALSE,1.21662317528418,-0.253379207253757
28-AUG-12,Product_29,Customer_767,Channel_8,Territory_6,30,16,480,16,480,0,FALSE,0.643934494546704,-1.05323429215587
22-NOV-12,Product_42,Customer_1533,Channel_4,Territory_92,10,82,820,82,820,0,FALSE,-0.0986176251432948,0.413777302459269
12-SEP-12,Product_26,Customer_1410,Channel_7,Territory_2,6,24.7,148.2,24.7,148.2,0,FALSE,-0.443884698552114,-0.663425933716484
19-DEC-12,Product_71,Customer_1615,Channel_8,Territory_50,10,75,750,75,750,0,FALSE,-0.0986176251432948,0.333671640289115
19-DEC-12,Product_44,Customer_581,Channel_6,Territory_77,5,379.5,1897.5,379.5,1897.5,0,FALSE,-0.56711585103327,1.78922454361973
14-DEC-12,Product_13,Customer_1867,Channel_7,Territory_2,3,64.7,194.1,64.7,194.1,0,FALSE,-0.912382924442088,0.201052434255585
01-AUG-12,Product_32,Customer_751,Channel_7,Territory_28,111,108.5,12043.5,58.65,6510.15,0.459447004608295,TRUE,1.52823673521163,0.665170082035682
16-JUL-12,Product_100,Customer_1543,Channel_7,Territory_35,48,64.5,3096,40.31,1934.88,0.375038759689922,TRUE,0.961609979117811,0.198273075372961
02-AUG-12,Product_76,Customer_554,Channel_8,Territory_94,5,38,190,38,190,0,FALSE,-0.56711585103327,-0.276698237861046
04-JUL-12,Product_126,Customer_36,Channel_5,Territory_50,100,198.61,19861,198.61,19861,0,FALSE,1.4576997938455,1.20793262425668
12-NOV-12,Product_108,Customer_596,Channel_8,Territory_45,8,66.3,530.4,66.3,530.4,0,FALSE,-0.249440366462164,0.222982861025274
07-DEC-12,Product_92,Customer_1398,Channel_7,Territory_28,102,24.5,2499,14.41,1469.82,0.411836734693878,TRUE,1.47108439096487,-0.670724609707885
02-NOV-12,Product_27,Customer_657,Channel_8,Territory_51,10,51.7,517,51.7,517,0,FALSE,-0.0986176251432948,-0.00031196889443718
12-DEC-12,Product_130,Customer_83,Channel_4,Territory_79,25,107,2675,85.6,2140,0.2,TRUE,0.520703342065548,0.652672448152333
16-AUG-12,Product_126,Customer_596,Channel_8,Territory_45,15,239,3585,239,3585,0,FALSE,0.17543626865673,1.37412121268448
19-SEP-12,Product_44,Customer_1766,Channel_7,Territory_19,1,405,405,405,405,0,FALSE,-1.65493504413209,1.84760628635866
14-AUG-12,Product_84,Customer_580,Channel_8,Territory_90,20,60,1200,60,1200,0,FALSE,0.36988060074668,0.133348488601681
07-DEC-12,Product_43,Customer_1262,Channel_4,Territory_23,16,86.8,1388.8,54.25,868,0.375,TRUE,0.219057859427811,0.464846930348248
19-NOV-12,Product_49,Customer_14,Channel_7,Territory_29,2,62.5,125,62.5,125,0,FALSE,-1.18643681824211,0.169995707633119
13-DEC-12,Product_100,Customer_47,Channel_4,Territory_23,160,64.5,10320,40.31,6449.6,0.375038759689922,TRUE,1.7753752784166,0.198273075372961
11-SEP-12,Product_124,Customer_373,Channel_7,Territory_19,26,18.13,471.38,16.74,435.24,0.0766685052399338,TRUE,0.547212624719787,-0.941036347691646
04-SEP-12,Product_124,Customer_1361,Channel_7,Territory_2,3,18.13,54.39,18.13,54.39,0,FALSE,-0.912382924442088,-0.941036347691646
29-AUG-12,Product_102,Customer_235,Channel_4,Territory_54,15,7.92,118.8,7.92,118.8,0,FALSE,0.17543626865673,-1.68451734701934
07-AUG-12,Product_17,Customer_409,Channel_7,Territory_92,1,323.4,323.4,323.4,323.4,0,FALSE,-1.65493504413209,1.64561912640608
05-JUL-12,Product_102,Customer_1787,Channel_7,Territory_28,14,10.3,144.2,7.36,103.04,0.285436893203883,TRUE,0.128803982185363,-1.4486357965698
05-OCT-12,Product_16,Customer_723,Channel_8,Territory_50,10,41.7,417,41.7,417,0,FALSE,-0.0986176251432948,-0.193285478069881
18-SEP-12,Product_19,Customer_315,Channel_6,Territory_99,50,75.5,3775,75.5,3775,0,FALSE,0.989201567955523,0.339636660255348
06-JUL-12,Product_130,Customer_1808,Channel_10,Territory_75,50,82,4100,82,4100,0,FALSE,0.989201567955523,0.413777302459269
