PricingDate,Product,Customer,Channel,Territory,ContractQuantity,InvoicePrice,InvoiceAmount,NetPrice,NetAmount
27-AUG-12,Product_126,Customer_1623,Channel_8,Territory_111,10,239,2390,239,2390
18-JUL-12,Product_94,Customer_1073,Channel_4,Territory_11,20,70,1400,70,1400
18-SEP-12,Product_97,Customer_709,Channel_8,Territory_5,1,94.5,94.5,94.5,94.5
14-DEC-12,Product_104,Customer_776,Channel_4,Territory_11,30,15,450,15,450
09-JUL-12,Product_17,Customer_1354,Channel_7,Territory_33,1,323.4,323.4,323.4,323.4
01-OCT-12,Product_118,Customer_1726,Channel_8,Territory_111,6,100,600,100,600
04-JUL-12,Product_132,Customer_1726,Channel_8,Territory_107,10,14.2,142,14.2,142
15-AUG-12,Product_72,Customer_969,Channel_4,Territory_10,17,108.5,1844.5,63.82,1084.94
09-OCT-12,Product_41,Customer_1726,Channel_8,Territory_110,5,985,4925,985,4925
12-OCT-12,Product_50,Customer_1726,Channel_8,Territory_111,30,62.6,1878,62.6,1878
18-OCT-12,Product_17,Customer_1726,Channel_8,Territory_111,10,294,2940,294,2940
16-NOV-12,Product_126,Customer_564,Channel_7,Territory_61,1,243.8,243.8,243.8,243.8
22-OCT-12,Product_60,Customer_554,Channel_8,Territory_94,3,1200,3600,1200,3600
10-AUG-12,Product_61,Customer_580,Channel_8,Territory_90,10,60,600,60,600
21-DEC-12,Product_126,Customer_1705,Channel_7,Territory_69,1,243.8,243.8,243.8,243.8
14-SEP-12,Product_94,Customer_1873,Channel_4,Territory_25,5,70,350,70,350
09-NOV-12,Product_135,Customer_1389,Channel_7,Territory_25,20,13,260,13,260
23-NOV-12,Product_71,Customer_580,Channel_8,Territory_90,20,75,1500,75,1500
12-DEC-12,Product_36,Customer_580,Channel_8,Territory_90,3,50,150,50,150
22-AUG-12,Product_115,Customer_1779,Channel_8,Territory_94,2,16.5,33,16.5,33
18-SEP-12,Product_33,Customer_51,Channel_11,Territory_92,15,64,960,42.67,640.05
23-NOV-12,Product_10,Customer_1813,Channel_8,Territory_90,10,51,510,51,510
04-OCT-12,Product_92,Customer_441,Channel_7,Territory_31,52,24.5,1274,18.85,980.2
25-JUL-12,Product_63,Customer_316,Channel_7,Territory_15,5,50,250,50,250
08-AUG-12,Product_33,Customer_51,Channel_11,Territory_92,15,64,960,42.67,640.05
10-AUG-12,Product_94,Customer_679,Channel_4,Territory_91,30,70,2100,70,2100
10-SEP-12,Product_84,Customer_309,Channel_7,Territory_28,13,77,1001,59.23,769.99
09-AUG-12,Product_124,Customer_1592,Channel_7,Territory_31,12,16.7,200.4,16.7,200.4
10-DEC-12,Product_126,Customer_1261,Channel_4,Territory_58,2,239,478,239,478
03-JUL-12,Product_98,Customer_441,Channel_7,Territory_31,50,42.25,2112.5,42.25,2112.5
03-SEP-12,Product_63,Customer_554,Channel_8,Territory_94,10,46.43,464.3,46.43,464.3
25-OCT-12,Product_47,Customer_716,Channel_7,Territory_32,1,114.8,114.8,114.8,114.8
12-SEP-12,Product_108,Customer_95,Channel_10,Territory_30,10,66.3,663,66.3,663
24-OCT-12,Product_94,Customer_1813,Channel_8,Territory_90,50,70,3500,70,3500
17-AUG-12,Product_59,Customer_131,Channel_7,Territory_32,15,12.5,187.5,8.33,124.95
02-NOV-12,Product_37,Customer_524,Channel_7,Territory_38,1,110,110,110,110
06-SEP-12,Product_70,Customer_490,Channel_7,Territory_38,11,92,1012,83.64,920.04
15-AUG-12,Product_106,Customer_723,Channel_8,Territory_50,10,33,330,33,330
16-NOV-12,Product_84,Customer_583,Channel_8,Territory_50,30,60,1800,60,1800
18-OCT-12,Product_126,Customer_1695,Channel_7,Territory_66,5,243.8,1219,243.8,1219
05-NOV-12,Product_84,Customer_723,Channel_8,Territory_50,10,60,600,60,600
03-JUL-12,Product_83,Customer_1695,Channel_7,Territory_28,13,19,247,14.62,190.06
19-NOV-12,Product_94,Customer_596,Channel_8,Territory_45,40,70,2800,70,2800
03-SEP-12,Product_60,Customer_596,Channel_8,Territory_45,4,1250,5000,1250,5000
19-NOV-12,Product_54,Customer_596,Channel_8,Territory_45,8,11,88,11,88
10-AUG-12,Product_42,Customer_428,Channel_7,Territory_28,1,82,82,82,82
11-DEC-12,Product_49,Customer_723,Channel_8,Territory_50,5,57.7,288.5,57.7,288.5
07-NOV-12,Product_135,Customer_723,Channel_8,Territory_50,50,13,650,13,650
23-JUL-12,Product_84,Customer_1615,Channel_8,Territory_50,2,60,120,60,120
20-DEC-12,Product_104,Customer_1073,Channel_4,Territory_11,30,15,450,15,450
23-JUL-12,Product_130,Customer_1657,Channel_10,Territory_75,210,82,17220,78.1,16401
04-SEP-12,Product_8,Customer_1797,Channel_7,Territory_28,12,13.9,166.8,11.58,138.96
02-NOV-12,Product_102,Customer_310,Channel_4,Territory_14,29,10.3,298.7,7.1,205.9
09-AUG-12,Product_27,Customer_1671,Channel_8,Territory_12,15,51.7,775.5,51.7,775.5
27-NOV-12,Product_119,Customer_1726,Channel_8,Territory_110,6,750,4500,375,2250
13-AUG-12,Product_95,Customer_271,Channel_4,Territory_103,25,40,1000,16,400
12-DEC-12,Product_120,Customer_1190,Channel_4,Territory_14,20,30,600,15,300
27-DEC-12,Product_90,Customer_1726,Channel_8,Territory_111,40,41,1640,41,1640
19-NOV-12,Product_8,Customer_1671,Channel_8,Territory_12,20,12.1,242,12.1,242
04-SEP-12,Product_8,Customer_935,Channel_4,Territory_49,13,13.9,180.7,10.69,138.97
01-OCT-12,Product_35,Customer_468,Channel_7,Territory_28,13,18.2,236.6,14,182
02-NOV-12,Product_37,Customer_1439,Channel_7,Territory_28,1,110,110,110,110
22-OCT-12,Product_117,Customer_407,Channel_7,Territory_31,7,122.9,860.3,105.34,737.38
07-DEC-12,Product_30,Customer_990,Channel_4,Territory_21,16,86.8,1388.8,54.25,868
08-NOV-12,Product_135,Customer_667,Channel_7,Territory_32,6,9.3,55.8,9.3,55.8
28-NOV-12,Product_25,Customer_1623,Channel_8,Territory_107,3,14.2,42.6,14.2,42.6
01-OCT-12,Product_58,Customer_1817,Channel_7,Territory_28,6,59.5,357,59.5,357
15-AUG-12,Product_123,Customer_1144,Channel_4,Territory_11,30,40,1200,40,1200
26-SEP-12,Product_57,Customer_1463,Channel_7,Territory_15,3,14.3,42.9,14.3,42.9
06-SEP-12,Product_100,Customer_1615,Channel_8,Territory_50,10,38,380,38,380
17-JUL-12,Product_35,Customer_596,Channel_8,Territory_45,10,13.5,135,13.5,135
27-AUG-12,Product_84,Customer_596,Channel_8,Territory_45,2,60,120,60,120
26-NOV-12,Product_47,Customer_596,Channel_8,Territory_45,1,114.8,114.8,114.8,114.8
26-JUL-12,Product_92,Customer_657,Channel_8,Territory_51,5,19.6,98,19.6,98
26-SEP-12,Product_44,Customer_608,Channel_6,Territory_30,5,379.5,1897.5,379.5,1897.5
21-DEC-12,Product_123,Customer_596,Channel_8,Territory_45,4,50,200,50,200
16-AUG-12,Product_12,Customer_1615,Channel_8,Territory_50,1,120,120,120,120
08-NOV-12,Product_8,Customer_596,Channel_8,Territory_45,20,12.1,242,12.1,242
05-DEC-12,Product_130,Customer_1831,Channel_10,Territory_75,21,82,1722,78.1,1640.1
14-NOV-12,Product_123,Customer_1615,Channel_8,Territory_50,3,50,150,50,150
13-SEP-12,Product_123,Customer_1766,Channel_7,Territory_19,1,65,65,65,65
14-AUG-12,Product_104,Customer_284,Channel_4,Territory_82,10,15,150,15,150
18-DEC-12,Product_123,Customer_596,Channel_8,Territory_45,3,50,150,50,150
11-SEP-12,Product_47,Customer_501,Channel_7,Territory_38,1,114.8,114.8,114.8,114.8
20-JUL-12,Product_126,Customer_1615,Channel_8,Territory_50,15,239,3585,239,3585
27-AUG-12,Product_8,Customer_723,Channel_8,Territory_50,10,12.1,121,12.1,121
14-AUG-12,Product_123,Customer_284,Channel_4,Territory_82,10,40,400,40,400
16-OCT-12,Product_27,Customer_596,Channel_8,Territory_45,15,51.7,775.5,51.7,775.5
23-OCT-12,Product_52,Customer_1729,Channel_4,Territory_49,10,40,400,40,400
13-SEP-12,Product_59,Customer_723,Channel_8,Territory_50,10,8.6,86,8.6,86
09-NOV-12,Product_106,Customer_1677,Channel_4,Territory_10,200,50,10000,25,5000
16-AUG-12,Product_5,Customer_1726,Channel_8,Territory_111,70,37,2590,37,2590
24-JUL-12,Product_34,Customer_36,Channel_5,Territory_50,700,25.12,17584,25.12,17584
07-AUG-12,Product_60,Customer_1521,Channel_4,Territory_46,1,1350,1350,1350,1350
05-JUL-12,Product_98,Customer_546,Channel_7,Territory_19,3,42.25,126.75,42.25,126.75
16-JUL-12,Product_36,Customer_1726,Channel_8,Territory_111,30,50,1500,50,1500
02-AUG-12,Product_30,Customer_1398,Channel_7,Territory_28,16,86.8,1388.8,54.25,868
01-OCT-12,Product_50,Customer_1354,Channel_7,Territory_33,10,62.6,626,62.6,626
06-DEC-12,Product_3,Customer_324,Channel_7,Territory_38,1,404.2,404.2,404.2,404.2
24-SEP-12,Product_79,Customer_596,Channel_8,Territory_45,30,91,2730,91,2730
06-NOV-12,Product_101,Customer_723,Channel_8,Territory_50,3,55,165,55,165
07-AUG-12,Product_72,Customer_922,Channel_4,Territory_39,17,108.5,1844.5,63.82,1084.94
12-JUL-12,Product_130,Customer_723,Channel_8,Territory_50,63,82,5166,78.1,4920.3
02-NOV-12,Product_128,Customer_596,Channel_8,Territory_45,25,375,9375,375,9375
20-SEP-12,Product_86,Customer_723,Channel_8,Territory_50,10,22,220,22,220
09-AUG-12,Product_27,Customer_657,Channel_8,Territory_51,5,51.7,258.5,51.7,258.5
04-OCT-12,Product_136,Customer_219,Channel_7,Territory_19,12,6.51,78.12,6.51,78.12
15-AUG-12,Product_90,Customer_1009,Channel_4,Territory_39,2,41,82,41,82
14-NOV-12,Product_70,Customer_127,Channel_7,Territory_38,1,92,92,92,92
02-JUL-12,Product_100,Customer_226,Channel_4,Territory_79,170,64.5,10965,37.94,6449.8
03-AUG-12,Product_32,Customer_825,Channel_4,Territory_16,1,108.5,108.5,108.5,108.5
20-JUL-12,Product_59,Customer_723,Channel_8,Territory_50,10,8.6,86,8.6,86
20-SEP-12,Product_106,Customer_723,Channel_8,Territory_50,10,33,330,33,330
17-OCT-12,Product_94,Customer_1013,Channel_4,Territory_63,10,70,700,70,700
14-DEC-12,Product_45,Customer_723,Channel_8,Territory_50,2,32,64,32,64
25-JUL-12,Product_108,Customer_127,Channel_7,Territory_38,5,66.3,331.5,66.3,331.5
01-OCT-12,Product_63,Customer_583,Channel_8,Territory_50,5,46.43,232.15,46.43,232.15
02-AUG-12,Product_70,Customer_1359,Channel_7,Territory_19,4,92,368,92,368
12-SEP-12,Product_49,Customer_412,Channel_7,Territory_38,5,62.5,312.5,62.5,312.5
26-JUL-12,Product_51,Customer_723,Channel_8,Territory_50,10,36.4,364,36.4,364
26-NOV-12,Product_126,Customer_583,Channel_8,Territory_50,10,239,2390,239,2390
02-OCT-12,Product_135,Customer_289,Channel_4,Territory_39,200,13,2600,13,2600
03-SEP-12,Product_58,Customer_497,Channel_7,Territory_38,2,59.5,119,59.5,119
17-JUL-12,Product_98,Customer_322,Channel_10,Territory_3,20,39,780,39,780
12-DEC-12,Product_16,Customer_657,Channel_8,Territory_51,10,41.7,417,41.7,417
17-AUG-12,Product_124,Customer_442,Channel_7,Territory_33,6,18.13,108.78,18.13,108.78
22-AUG-12,Product_15,Customer_583,Channel_8,Territory_50,20,150,3000,150,3000
05-OCT-12,Product_16,Customer_723,Channel_8,Territory_50,10,41.7,417,41.7,417
07-DEC-12,Product_98,Customer_1536,Channel_7,Territory_33,3,42.25,126.75,42.25,126.75
27-DEC-12,Product_17,Customer_1726,Channel_8,Territory_111,1,294,294,294,294
12-OCT-12,Product_35,Customer_1726,Channel_8,Territory_111,40,13.5,540,13.5,540
12-SEP-12,Product_123,Customer_464,Channel_7,Territory_33,10,40,400,40,400
03-NOV-12,Product_33,Customer_494,Channel_10,Territory_57,12,40,480,40,480
18-SEP-12,Product_71,Customer_1145,Channel_4,Territory_34,3,119.5,358.5,119.5,358.5
27-JUL-12,Product_3,Customer_162,Channel_3,Territory_21,12,404,4848,404,4848
19-SEP-12,Product_58,Customer_157,Channel_7,Territory_19,2,59.5,119,59.5,119
04-SEP-12,Product_35,Customer_935,Channel_4,Territory_49,13,18.2,236.6,14,182
28-NOV-12,Product_19,Customer_1623,Channel_8,Territory_111,10,87,870,87,870
20-SEP-12,Product_135,Customer_1406,Channel_7,Territory_31,50,13,650,13,650
27-DEC-12,Product_42,Customer_464,Channel_7,Territory_33,1,82,82,82,82
01-OCT-12,Product_31,Customer_1726,Channel_8,Territory_111,5,64.4,322,64.4,322
26-NOV-12,Product_90,Customer_1068,Channel_4,Territory_52,50,41,2050,41,2050
08-OCT-12,Product_72,Customer_709,Channel_8,Territory_5,1,64.4,64.4,64.4,64.4
04-JUL-12,Product_24,Customer_546,Channel_7,Territory_19,3,17.08,51.24,17.08,51.24
06-NOV-12,Product_61,Customer_1309,Channel_4,Territory_54,10,60,600,60,600
21-SEP-12,Product_33,Customer_1726,Channel_8,Territory_111,70,40,2800,40,2800
03-OCT-12,Product_92,Customer_1726,Channel_8,Territory_111,20,19.6,392,19.6,392
09-JUL-12,Product_126,Customer_162,Channel_3,Territory_66,30,233,6990,233,6990
05-OCT-12,Product_8,Customer_1671,Channel_8,Territory_12,20,12.1,242,12.1,242
25-JUL-12,Product_10,Customer_1623,Channel_8,Territory_111,10,51,510,51,510
18-SEP-12,Product_42,Customer_1623,Channel_8,Territory_111,3,82,246,82,246
04-JUL-12,Product_18,Customer_1726,Channel_8,Territory_111,2,275.8,551.6,275.8,551.6
27-SEP-12,Product_126,Customer_1656,Channel_4,Territory_65,2,239,478,239,478
19-SEP-12,Product_59,Customer_1543,Channel_7,Territory_35,145,12.5,1812.5,8.62,1249.9
22-NOV-12,Product_102,Customer_1090,Channel_4,Territory_10,49,10.3,504.7,7.36,360.64
22-AUG-12,Product_42,Customer_409,Channel_7,Territory_92,6,82,492,82,492
10-JUL-12,Product_130,Customer_368,Channel_7,Territory_33,130,107,13910,82.31,10700.3
03-NOV-12,Product_32,Customer_268,Channel_10,Territory_30,17,108.5,1844.5,63.82,1084.94
10-AUG-12,Product_28,Customer_400,Channel_7,Territory_26,24,6.4,153.6,6.4,153.6
10-JUL-12,Product_135,Customer_432,Channel_7,Territory_29,60,13,780,13,780
16-AUG-12,Product_74,Customer_35,Channel_7,Territory_15,12,17.29,207.48,17.29,207.48
02-AUG-12,Product_71,Customer_639,Channel_10,Territory_3,6,75,450,75,450
16-AUG-12,Product_49,Customer_449,Channel_7,Territory_19,5,62.5,312.5,62.5,312.5
08-OCT-12,Product_94,Customer_596,Channel_8,Territory_45,50,70,3500,70,3500
22-OCT-12,Product_94,Customer_723,Channel_8,Territory_50,30,70,2100,70,2100
21-SEP-12,Product_31,Customer_583,Channel_8,Territory_50,10,64.4,644,64.4,644
17-JUL-12,Product_49,Customer_596,Channel_8,Territory_45,3,57.7,173.1,57.7,173.1
07-NOV-12,Product_19,Customer_596,Channel_8,Territory_45,3,87,261,87,261
11-OCT-12,Product_113,Customer_583,Channel_8,Territory_50,4,1200,4800,1200,4800
20-JUL-12,Product_12,Customer_596,Channel_8,Territory_45,2,120,240,120,240
03-NOV-12,Product_53,Customer_494,Channel_10,Territory_57,4,67,268,67,268
09-JUL-12,Product_49,Customer_73,Channel_7,Territory_19,5,62.5,312.5,62.5,312.5
29-OCT-12,Product_86,Customer_1623,Channel_8,Territory_111,3,22,66,22,66
11-SEP-12,Product_108,Customer_698,Channel_7,Territory_31,1,66.3,66.3,66.3,66.3
01-AUG-12,Product_60,Customer_1536,Channel_7,Territory_46,1,1500,1500,1500,1500
12-SEP-12,Product_135,Customer_393,Channel_7,Territory_19,3,13,39,13,39
15-AUG-12,Product_66,Customer_394,Channel_7,Territory_31,6,6.51,39.06,6.51,39.06
03-OCT-12,Product_42,Customer_1726,Channel_8,Territory_111,10,82,820,82,820
04-DEC-12,Product_33,Customer_494,Channel_10,Territory_57,12,40,480,40,480
13-DEC-12,Product_34,Customer_1726,Channel_8,Territory_111,30,73.5,2205,73.5,2205
17-DEC-12,Product_72,Customer_1623,Channel_8,Territory_111,10,64.4,644,64.4,644
25-JUL-12,Product_94,Customer_776,Channel_4,Territory_11,20,70,1400,70,1400
03-NOV-12,Product_54,Customer_1726,Channel_8,Territory_111,120,11,1320,11,1320
26-DEC-12,Product_135,Customer_1635,Channel_4,Territory_10,100,13,1300,13,1300
06-DEC-12,Product_126,Customer_1623,Channel_8,Territory_111,30,239,7170,239,7170
16-JUL-12,Product_8,Customer_1726,Channel_8,Territory_111,120,12.1,1452,12.1,1452
27-DEC-12,Product_58,Customer_159,Channel_7,Territory_33,1,59.5,59.5,59.5,59.5
05-NOV-12,Product_126,Customer_333,Channel_7,Territory_41,2,243.8,487.6,243.8,487.6
22-NOV-12,Product_126,Customer_1608,Channel_7,Territory_42,1,243.8,243.8,243.8,243.8
16-AUG-12,Product_101,Customer_368,Channel_7,Territory_33,14,92.9,1300.6,66.36,929.04
28-AUG-12,Product_33,Customer_1442,Channel_8,Territory_50,4,44.5,178,44.5,178
26-DEC-12,Product_43,Customer_1543,Channel_7,Territory_35,350,86.8,30380,49.6,17360
28-DEC-12,Product_13,Customer_1185,Channel_4,Territory_113,2,97.4,194.8,97.4,194.8
13-AUG-12,Product_102,Customer_1303,Channel_4,Territory_10,310,10.3,3193,6.65,2061.5
04-OCT-12,Product_70,Customer_282,Channel_11,Territory_53,2,92,184,92,184
27-AUG-12,Product_59,Customer_232,Channel_7,Territory_15,6,8.62,51.72,8.62,51.72
29-AUG-12,Product_33,Customer_235,Channel_4,Territory_54,6,40.53,243.18,40.53,243.18
23-OCT-12,Product_47,Customer_640,Channel_7,Territory_32,1,114.8,114.8,114.8,114.8
13-AUG-12,Product_98,Customer_764,Channel_7,Territory_29,10,42.25,422.5,42.25,422.5
09-OCT-12,Product_72,Customer_1057,Channel_11,Territory_97,16,108.5,1736,67.81,1084.96
12-SEP-12,Product_20,Customer_277,Channel_11,Territory_25,11,75,825,68.18,749.98
07-NOV-12,Product_31,Customer_368,Channel_7,Territory_33,8,108.5,868,67.81,542.48
21-SEP-12,Product_130,Customer_1293,Channel_4,Territory_23,12,107,1284,89.17,1070.04
25-SEP-12,Product_91,Customer_829,Channel_4,Territory_27,30,30,900,20,600
28-NOV-12,Product_84,Customer_1342,Channel_8,Territory_5,30,60,1800,60,1800
05-SEP-12,Product_123,Customer_731,Channel_4,Territory_17,5,40,200,40,200
24-OCT-12,Product_123,Customer_1469,Channel_7,Territory_32,1,35.29,35.29,35.29,35.29
30-JUL-12,Product_60,Customer_1652,Channel_8,Territory_90,5,1300,6500,1300,6500
09-JUL-12,Product_31,Customer_1381,Channel_4,Territory_52,17,108.5,1844.5,63.82,1084.94
11-OCT-12,Product_72,Customer_913,Channel_4,Territory_10,17,108.5,1844.5,63.82,1084.94
12-OCT-12,Product_130,Customer_1803,Channel_8,Territory_45,42,82,3444,78.1,3280.2
08-AUG-12,Product_48,Customer_758,Channel_8,Territory_5,16,1225,19600,765.62,12249.92
07-AUG-12,Product_126,Customer_8,Channel_10,Territory_85,5,239,1195,239,1195
13-JUL-12,Product_25,Customer_395,Channel_7,Territory_26,150,15.9,2385,15.9,2385
04-DEC-12,Product_71,Customer_1353,Channel_11,Territory_53,40,75,3000,75,3000
05-NOV-12,Product_63,Customer_1580,Channel_7,Territory_1,13,65,845,50,650
01-AUG-12,Product_130,Customer_1426,Channel_4,Territory_92,25,107,2675,85.6,2140
18-SEP-12,Product_32,Customer_268,Channel_10,Territory_30,17,108.5,1844.5,63.82,1084.94
12-NOV-12,Product_30,Customer_995,Channel_4,Territory_17,16,86.8,1388.8,54.25,868
20-NOV-12,Product_124,Customer_1475,Channel_7,Territory_15,12,18.13,217.56,18.13,217.56
10-SEP-12,Product_72,Customer_1133,Channel_4,Territory_79,17,108.5,1844.5,63.82,1084.94
16-OCT-12,Product_94,Customer_1087,Channel_11,Territory_27,10,70,700,70,700
18-OCT-12,Product_106,Customer_9,Channel_4,Territory_25,15,50,750,33.33,499.95
12-SEP-12,Product_100,Customer_1755,Channel_7,Territory_92,40,64.5,2580,40.31,1612.4
19-DEC-12,Product_90,Customer_1424,Channel_4,Territory_27,2,41,82,41,82
13-AUG-12,Product_94,Customer_885,Channel_4,Territory_97,2,70,140,70,140
03-SEP-12,Product_126,Customer_1699,Channel_7,Territory_69,1,243.8,243.8,243.8,243.8
25-OCT-12,Product_32,Customer_23,Channel_11,Territory_53,34,108.5,3689,63.82,2169.88
05-DEC-12,Product_32,Customer_235,Channel_4,Territory_54,10,63.82,638.2,63.82,638.2
16-OCT-12,Product_116,Customer_1871,Channel_7,Territory_1,6,6.51,39.06,6.51,39.06
01-OCT-12,Product_50,Customer_1543,Channel_7,Territory_35,25,62.6,1565,62.6,1565
19-OCT-12,Product_20,Customer_1582,Channel_4,Territory_52,15,75,1125,50,750
13-DEC-12,Product_17,Customer_109,Channel_7,Territory_32,1,323.4,323.4,323.4,323.4
09-OCT-12,Product_92,Customer_1755,Channel_7,Territory_92,26,24.5,637,18.85,490.1
13-NOV-12,Product_117,Customer_224,Channel_7,Territory_1,7,122.9,860.3,105.34,737.38
22-AUG-12,Product_85,Customer_409,Channel_7,Territory_92,1,66,66,66,66
20-SEP-12,Product_126,Customer_1503,Channel_4,Territory_69,30,239,7170,239,7170
21-SEP-12,Product_90,Customer_1753,Channel_4,Territory_22,5,41,205,41,205
07-AUG-12,Product_106,Customer_1187,Channel_4,Territory_23,75,50,3750,33.33,2499.75
10-AUG-12,Product_10,Customer_1803,Channel_8,Territory_45,30,51,1530,51,1530
26-DEC-12,Product_102,Customer_1294,Channel_4,Territory_11,310,10.3,3193,6.65,2061.5
20-SEP-12,Product_124,Customer_1747,Channel_7,Territory_28,12,18.13,217.56,18.13,217.56
03-JUL-12,Product_59,Customer_1461,Channel_4,Territory_16,14,12.5,175,8.93,125.02
18-DEC-12,Product_100,Customer_845,Channel_4,Territory_10,133,64.5,8578.5,33.95,4515.35
20-NOV-12,Product_8,Customer_629,Channel_7,Territory_31,12,13.9,166.8,11.58,138.96
09-OCT-12,Product_58,Customer_425,Channel_7,Territory_33,2,59.5,119,59.5,119
08-NOV-12,Product_32,Customer_1399,Channel_4,Territory_54,17,108.5,1844.5,63.82,1084.94
21-DEC-12,Product_111,Customer_332,Channel_7,Territory_31,8,53,424,33.12,264.96
10-SEP-12,Product_106,Customer_1132,Channel_4,Territory_22,45,50,2250,33.33,1499.85
11-DEC-12,Product_123,Customer_477,Channel_7,Territory_28,20,40,800,40,800
15-AUG-12,Product_42,Customer_399,Channel_7,Territory_29,5,82,410,82,410
10-AUG-12,Product_128,Customer_758,Channel_8,Territory_5,8,750,6000,375,3000
04-DEC-12,Product_122,Customer_741,Channel_4,Territory_14,40,90,3600,45,1800
21-DEC-12,Product_69,Customer_159,Channel_7,Territory_33,3,1638,4914,1638,4914
05-SEP-12,Product_135,Customer_629,Channel_7,Territory_31,60,13,780,13,780
03-OCT-12,Product_59,Customer_217,Channel_7,Territory_32,15,12.5,187.5,8.33,124.95
29-OCT-12,Product_126,Customer_425,Channel_7,Territory_85,1,243.8,243.8,243.8,243.8
29-AUG-12,Product_59,Customer_1624,Channel_10,Territory_75,290,12.5,3625,8.62,2499.8
06-NOV-12,Product_57,Customer_1832,Channel_7,Territory_15,6,9.86,59.16,9.86,59.16
23-JUL-12,Product_51,Customer_1543,Channel_7,Territory_35,6,36.4,218.4,36.4,218.4
19-SEP-12,Product_114,Customer_1543,Channel_7,Territory_35,10,41.16,411.6,41.16,411.6
11-DEC-12,Product_9,Customer_715,Channel_7,Territory_2,20,6.51,130.2,3.26,65.2
05-OCT-12,Product_94,Customer_1353,Channel_11,Territory_53,30,70,2100,70,2100
05-DEC-12,Product_63,Customer_235,Channel_4,Territory_54,5,24.67,123.35,24.67,123.35
29-OCT-12,Product_52,Customer_1442,Channel_8,Territory_50,5,50,250,50,250
26-SEP-12,Product_123,Customer_1702,Channel_7,Territory_31,30,40,1200,40,1200
04-SEP-12,Product_28,Customer_75,Channel_7,Territory_2,3,6.93,20.79,6.93,20.79
23-NOV-12,Product_7,Customer_1426,Channel_4,Territory_92,60,12.5,750,12.5,750
18-JUL-12,Product_122,Customer_1142,Channel_4,Territory_92,50,90,4500,45,2250
21-SEP-12,Product_124,Customer_1755,Channel_7,Territory_1,6,18.13,108.78,18.13,108.78
03-DEC-12,Product_37,Customer_409,Channel_7,Territory_92,6,110,660,110,660
19-SEP-12,Product_66,Customer_395,Channel_7,Territory_26,200,5.98,1196,5.98,1196
07-DEC-12,Product_92,Customer_808,Channel_4,Territory_21,26,24.5,637,18.85,490.1
22-OCT-12,Product_13,Customer_1803,Channel_8,Territory_45,10,74.9,749,74.9,749
07-DEC-12,Product_56,Customer_1347,Channel_8,Territory_45,13,2000,26000,1538.46,19999.98
03-OCT-12,Product_91,Customer_1184,Channel_4,Territory_23,32,30,960,18.75,600
10-SEP-12,Product_10,Customer_1803,Channel_8,Territory_45,40,51,2040,51,2040
17-JUL-12,Product_98,Customer_1763,Channel_7,Territory_31,6,42.25,253.5,42.25,253.5
10-AUG-12,Product_100,Customer_736,Channel_8,Territory_45,5,38,190,38,190
29-NOV-12,Product_98,Customer_1318,Channel_8,Territory_50,10,39,390,39,390
04-DEC-12,Product_37,Customer_1678,Channel_8,Territory_5,10,87,870,87,870
04-DEC-12,Product_30,Customer_1234,Channel_11,Territory_49,6,86.8,520.8,72.33,433.98
07-SEP-12,Product_61,Customer_784,Channel_4,Territory_67,30,60,1800,60,1800
16-NOV-12,Product_49,Customer_1347,Channel_8,Territory_45,10,57.7,577,57.7,577
16-OCT-12,Product_62,Customer_47,Channel_4,Territory_23,70,14,980,10,700
18-JUL-12,Product_32,Customer_1678,Channel_8,Territory_5,50,64.4,3220,64.4,3220
06-SEP-12,Product_88,Customer_1803,Channel_8,Territory_45,5,21.7,108.5,21.7,108.5
25-SEP-12,Product_49,Customer_473,Channel_7,Territory_33,4,62.5,250,62.5,250
19-SEP-12,Product_98,Customer_758,Channel_8,Territory_5,1,39,39,39,39
01-AUG-12,Product_59,Customer_1205,Channel_4,Territory_17,290,12.5,3625,8.62,2499.8
11-SEP-12,Product_8,Customer_477,Channel_7,Territory_28,39,13.9,542.1,10.69,416.91
18-DEC-12,Product_76,Customer_845,Channel_4,Territory_10,57,64.5,3676.5,33.95,1935.15
12-DEC-12,Product_31,Customer_185,Channel_7,Territory_28,32,108.5,3472,67.81,2169.92
12-DEC-12,Product_115,Customer_719,Channel_4,Territory_54,100,15,1500,7.5,750
23-OCT-12,Product_98,Customer_436,Channel_7,Territory_33,3,42.25,126.75,42.25,126.75
17-OCT-12,Product_100,Customer_559,Channel_8,Territory_112,300,37.95,11385,37.95,11385
12-DEC-12,Product_42,Customer_332,Channel_7,Territory_31,1,82,82,82,82
03-JUL-12,Product_128,Customer_758,Channel_8,Territory_5,6,750,4500,375,2250
11-OCT-12,Product_52,Customer_355,Channel_4,Territory_22,10,40,400,40,400
07-DEC-12,Product_68,Customer_59,Channel_4,Territory_21,40,45,1800,22.5,900
01-AUG-12,Product_123,Customer_217,Channel_7,Territory_32,2,35.29,70.58,35.29,70.58
07-SEP-12,Product_94,Customer_1044,Channel_4,Territory_34,30,70,2100,70,2100
23-AUG-12,Product_135,Customer_64,Channel_7,Territory_15,2,13,26,13,26
10-JUL-12,Product_126,Customer_701,Channel_4,Territory_69,30,239,7170,239,7170
01-NOV-12,Product_52,Customer_640,Channel_7,Territory_32,2,40,80,40,80
